Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
899,0.1,0.05,0.35,0.4,0.1,5.6,4.3756716,11.17615826,-8.39,2484.15,3.309088621,35.8,82.00755,6.2785,8850.5,0.8835,1.548,1.878,5.9595,689.74,23.96,55,3.475,4.6,1.283,1.4057,2509.4,8.89,199.67,
900,0.1,0.05,0.35,0.45,0.05,5.6,4.379722167,10.4473553,-8.34,2444.5,3.062177462,34.2,77.61205,6.135,8399.5,0.8825,1.546,1.8855,5.8555,685.485,23.61,55.05,3.43,4.55,1.2825,1.4053,2469.75,8.1,197.18,
901,0.1,0.05,0.4,0.05,0.4,5.5,4.411921699,10.49945397,-9.46,2674.2,2.968038036,44.4,105.9769,7.0315,11272.5,0.89,1.5775,1.829,6.485,713.925,25.6,54.45,3.73,4.85,1.2875,1.4112,2702.7,13.805,206.97,
902,0.1,0.05,0.4,0.1,0.35,5.5,4.413925647,11.17615826,-9.39,2634.55,3.135691985,42.8,101.5814,6.888,10821.5,0.889,1.5755,1.8365,6.381,709.67,25.25,54.5,3.685,4.8,1.287,1.4108,2663.05,13.015,204.48,
903,0.1,0.05,0.4,0.15,0.3,5.5,4.416218785,11.57575891,-9.32,2594.9,3.222954592,41.2,97.1859,6.7445,10370.5,0.888,1.5735,1.844,6.277,705.415,24.9,54.55,3.64,4.75,1.2865,1.4104,2623.4,12.225,201.99,
904,0.1,0.05,0.4,0.2,0.25,5.5,4.418801284,11.7644978,-9.25,2555.25,3.249863028,39.6,92.7904,6.601,9919.5,0.887,1.5715,1.8515,6.173,701.16,24.55,54.6,3.595,4.7,1.286,1.41,2583.75,11.435,199.5,
905,0.1,0.05,0.4,0.25,0.2,5.5,4.421673256,11.7644978,-9.18,2515.6,3.223831227,38,88.3949,6.4575,9468.5,0.886,1.5695,1.859,6.069,696.905,24.2,54.65,3.55,4.65,1.2855,1.4096,2544.1,10.645,197.01,
906,0.1,0.05,0.4,0.3,0.15,5.5,4.424834758,11.57575891,-9.11,2475.95,3.146103214,36.4,83.9994,6.314,9017.5,0.885,1.5675,1.8665,5.965,692.65,23.85,54.7,3.505,4.6,1.285,1.4092,2504.45,9.855,194.52,
907,0.1,0.05,0.4,0.35,0.1,5.5,4.428285791,11.17615826,-9.04,2436.3,3.011999376,34.8,79.6039,6.1705,8566.5,0.884,1.5655,1.874,5.861,688.395,23.5,54.75,3.46,4.55,1.2845,1.4088,2464.8,9.065,192.03,
908,0.1,0.05,0.4,0.4,0.05,5.5,4.432026302,10.49945397,-8.97,2396.65,2.805297254,33.2,75.2084,6.027,8115.5,0.883,1.5635,1.8815,5.757,684.14,23.15,54.8,3.415,4.5,1.284,1.4084,2425.15,8.275,189.54,
909,0.1,0.05,0.45,0.05,0.35,5.4,4.462725011,10.4473553,-10.06,2586.7,2.686299599,41.8,99.17775,6.78,10537.5,0.8895,1.593,1.8325,6.2825,708.325,24.79,54.25,3.67,4.75,1.2885,1.4139,2618.45,13.19,196.84,
910,0.1,0.05,0.45,0.1,0.3,5.4,4.464738673,11.06447021,-9.97,2547.05,2.826655853,40.2,94.78225,6.6365,10086.5,0.8885,1.591,1.84,6.1785,704.07,24.44,54.3,3.625,4.7,1.288,1.4135,2578.8,12.4,194.35,
911,0.1,0.05,0.45,0.15,0.25,5.4,4.467037448,11.39446316,-9.88,2507.4,2.891748677,38.6,90.38675,6.493,9635.5,0.8875,1.589,1.8475,6.0745,699.815,24.09,54.35,3.58,4.65,1.2875,1.4131,2539.15,11.61,191.86,
912,0.1,0.05,0.45,0.2,0.2,5.4,4.469621507,11.49949872,-9.79,2467.75,2.89866067,37,85.99125,6.3495,9184.5,0.8865,1.587,1.855,5.9705,695.56,23.74,54.4,3.535,4.6,1.287,1.4127,2499.5,10.82,189.37,
913,0.1,0.05,0.45,0.25,0.15,5.4,4.472490965,11.39446316,-9.7,2428.1,2.852257319,35.4,81.59575,6.206,8733.5,0.8855,1.585,1.8625,5.8665,691.305,23.39,54.45,3.49,4.55,1.2865,1.4123,2459.85,10.03,186.88,
914,0.1,0.05,0.45,0.3,0.1,5.4,4.475645884,11.06447021,-9.61,2388.45,2.74994109,33.8,77.20025,6.0625,8282.5,0.8845,1.583,1.87,5.7625,687.05,23.04,54.5,3.445,4.5,1.286,1.4119,2420.2,9.24,184.39,
915,0.1,0.05,0.45,0.35,0.05,5.4,4.479086272,10.4473553,-9.52,2348.8,2.577599594,32.2,72.80475,5.919,7831.5,0.8835,1.581,1.8775,5.6585,682.795,22.69,54.55,3.4,4.45,1.2855,1.4115,2380.55,8.45,181.9,
916,0.1,0.05,0.5,0.05,0.3,5.3,4.508187447,10.28938286,-10.54,2499.2,2.439774728,39.2,92.3786,6.5285,9802.5,0.889,1.6085,1.836,6.08,702.725,23.98,54.05,3.61,4.65,1.2895,1.4166,2534.2,12.575,186.71,
917,0.1,0.05,0.5,0.1,0.25,5.3,4.51020952,10.83689006,-10.43,2459.55,2.555500761,37.6,87.9831,6.385,9351.5,0.888,1.6065,1.8435,5.976,698.47,23.63,54.1,3.565,4.6,1.289,1.4162,2494.55,11.785,184.22,
918,0.1,0.05,0.5,0.15,0.2,5.3,4.512513055,11.08317968,-10.32,2419.9,2.598855281,36,83.5876,6.2415,8900.5,0.887,1.6045,1.851,5.872,694.215,23.28,54.15,3.52,4.55,1.2885,1.4158,2454.9,10.995,181.73,
919,0.1,0.05,0.5,0.2,0.15,5.3,4.515098221,11.08317968,-10.21,2380.25,2.583813754,34.4,79.1921,6.098,8449.5,0.886,1.6025,1.8585,5.768,689.96,22.93,54.2,3.475,4.5,1.288,1.4154,2415.25,10.205,179.24,
920,0.1,0.05,0.5,0.25,0.1,5.3,4.517965137,10.83689006,-10.1,2340.6,2.511368799,32.8,74.7966,5.9545,7998.5,0.885,1.6005,1.866,5.664,685.705,22.58,54.25,3.43,4.45,1.2875,1.415,2375.6,9.415,176.75,
921,0.1,0.05,0.5,0.3,0.05,5.3,4.521113869,10.28938286,-9.99,2300.95,2.369905454,31.2,70.4011,5.811,7547.5,0.884,1.5985,1.8735,5.56,681.45,22.23,54.3,3.385,4.4,1.287,1.4146,2335.95,8.625,174.26,
922,0.1,0.05,0.55,0.05,0.25,5.2,4.548508795,10.02016314,-10.9,2411.7,2.217030041,36.6,85.57945,6.277,9067.5,0.8885,1.624,1.8395,5.8775,697.125,23.17,53.85,3.55,4.55,1.2905,1.4193,2449.95,11.96,176.58,
923,0.1,0.05,0.55,0.1,0.2,5.2,4.550537999,10.48396701,-10.77,2372.05,2.309052363,35,81.18395,6.1335,8616.5,0.8875,1.622,1.847,5.7735,692.87,22.82,53.9,3.505,4.5,1.29,1.4189,2410.3,11.17,174.09,
924,0.1,0.05,0.55,0.15,0.15,5.2,4.5528454,10.62522107,-10.64,2332.4,2.329160303,33.4,76.78845,5.99,8165.5,0.8865,1.62,1.8545,5.6695,688.615,22.47,53.95,3.46,4.45,1.2895,1.4185,2370.65,10.38,171.6,
925,0.1,0.05,0.55,0.2,0.1,5.2,4.555431168,10.48396701,-10.51,2292.75,2.28707092,31.8,72.39295,5.8465,7714.5,0.8855,1.618,1.862,5.5655,684.36,22.12,54,3.415,4.4,1.289,1.4181,2331,9.59,169.11,
926,0.1,0.05,0.55,0.25,0.05,5.2,4.558295423,10.02016314,-10.38,2253.1,2.174993215,30.2,67.99745,5.703,7263.5,0.8845,1.616,1.8695,5.4615,680.105,21.77,54.05,3.37,4.35,1.2885,1.4177,2291.35,8.8,166.62,
927,0.1,0.05,0.6,0.05,0.2,5.1,4.583863724,9.629396961,-11.14,2324.2,2.009034508,34,78.7803,6.0255,8332.5,0.888,1.6395,1.843,5.675,691.525,22.36,53.65,3.49,4.45,1.2915,1.422,2365.7,11.345,166.45,
928,0.1,0.05,0.6,0.1,0.15,5.1,4.585898801,9.988165273,-10.99,2284.55,2.076293264,32.4,74.3848,5.882,7881.5,0.887,1.6375,1.8505,5.571,687.27,22.01,53.7,3.445,4.4,1.291,1.4216,2326.05,10.555,163.96,
929,0.1,0.05,0.6,0.15,0.1,5.1,4.588209165,9.988165273,-10.84,2244.9,2.068490057,30.8,69.9893,5.7385,7430.5,0.886,1.6355,1.858,5.467,683.015,21.66,53.75,3.4,4.35,1.2905,1.4212,2286.4,9.765,161.47,
930,0.1,0.05,0.6,0.2,0.05,5.1,4.590794988,9.629396961,-10.69,2205.25,1.986457217,29.2,65.5938,5.595,6979.5,0.885,1.6335,1.8655,5.363,678.76,21.31,53.8,3.355,4.3,1.29,1.4208,2246.75,8.975,158.98,
931,0.1,0.05,0.65,0.05,0.15,5,4.614404805,9.098913349,-11.26,2236.7,1.807419137,31.4,71.98115,5.774,7597.5,0.8875,1.655,1.8465,5.4725,685.925,21.55,53.45,3.43,4.35,1.2925,1.4247,2281.45,10.73,156.32,
932,0.1,0.05,0.65,0.1,0.1,5,4.616444517,9.316427602,-11.09,2197.05,1.845685957,29.8,67.58565,5.6305,7146.5,0.8865,1.653,1.854,5.3685,681.67,21.2,53.5,3.385,4.3,1.292,1.4243,2241.8,9.94,153.83,
933,0.1,0.05,0.65,0.15,0.05,5,4.618756938,9.098913349,-10.92,2157.4,1.79761865,28.2,63.19015,5.487,6695.5,0.8855,1.651,1.8615,5.2645,677.415,20.85,53.55,3.34,4.25,1.2915,1.4239,2202.15,9.15,151.34,
934,0.1,0.05,0.7,0.05,0.1,4.9,4.640264967,8.395167144,-11.26,2149.2,1.602388386,28.8,65.182,5.5225,6862.5,0.887,1.6705,1.85,5.27,680.325,20.74,53.25,3.37,4.25,1.2935,1.4274,2197.2,10.115,146.19,
935,0.1,0.05,0.7,0.1,0.05,4.9,4.642308099,8.395167144,-11.07,2109.55,1.599821576,27.2,60.7865,5.379,6411.5,0.886,1.6685,1.8575,5.166,676.07,20.39,53.3,3.325,4.2,1.293,1.427,2157.55,9.325,143.7,
936,0.1,0.05,0.75,0.05,0.05,4.8,4.661559498,7.444188527,-11.14,2061.7,1.377709469,26.2,58.38285,5.271,6127.5,0.8865,1.686,1.8535,5.0675,674.725,19.93,53.05,3.31,4.15,1.2945,1.4301,2112.95,9.5,136.06,
937,0.1,0.1,0.05,0.05,0.7,6.2,4.316543195,8.395167144,-1.84,3209.05,14.64158213,60.1,146.97825,8.556,15815,0.8895,1.4605,1.815,7.6625,747.265,30.57,55.95,4.1,5.45,1.2745,1.3899,3217.3,17.345,270.33,
938,0.1,0.1,0.05,0.1,0.65,6.2,4.318559569,9.316427602,-1.92,3169.4,15.37889877,58.5,142.58275,8.4125,15364,0.8885,1.4585,1.8225,7.5585,743.01,30.22,56,4.055,5.4,1.274,1.3895,3177.65,16.555,267.84,
939,0.1,0.1,0.05,0.15,0.6,6.2,4.320880522,9.988165273,-2,3129.75,15.63023013,56.9,138.18725,8.269,14913,0.8875,1.4565,1.83,7.4545,738.755,29.87,56.05,4.01,5.35,1.2735,1.3891,3138,15.765,265.35,
940,0.1,0.1,0.05,0.2,0.55,6.2,4.323506224,10.48396701,-2.08,3090.1,15.57524349,55.3,133.79175,8.1255,14462,0.8865,1.4545,1.8375,7.3505,734.5,29.52,56.1,3.965,5.3,1.273,1.3887,3098.35,14.975,262.86,
941,0.1,0.1,0.05,0.25,0.5,6.2,4.326436784,10.83689006,-2.16,3050.45,15.30434781,53.7,129.39625,7.982,14011,0.8855,1.4525,1.845,7.2465,730.245,29.17,56.15,3.92,5.25,1.2725,1.3883,3058.7,14.185,260.37,
942,0.1,0.1,0.05,0.3,0.45,6.2,4.329672245,11.06447021,-2.24,3010.8,14.87183344,52.1,125.00075,7.8385,13560,0.8845,1.4505,1.8525,7.1425,725.99,28.82,56.2,3.875,5.2,1.272,1.3879,3019.05,13.395,257.88,
943,0.1,0.1,0.05,0.35,0.4,6.2,4.333212591,11.17615826,-2.32,2971.15,14.3129494,50.5,120.60525,7.695,13109,0.8835,1.4485,1.86,7.0385,721.735,28.47,56.25,3.83,5.15,1.2715,1.3875,2979.4,12.605,255.39,
944,0.1,0.1,0.05,0.4,0.35,6.2,4.337057739,11.17615826,-2.4,2931.5,13.65121164,48.9,116.20975,7.5515,12658,0.8825,1.4465,1.8675,6.9345,717.48,28.12,56.3,3.785,5.1,1.271,1.3871,2939.75,11.815,252.9,
945,0.1,0.1,0.05,0.45,0.3,6.2,4.341207546,11.06447021,-2.48,2891.85,12.90193072,47.3,111.81425,7.408,12207,0.8815,1.4445,1.875,6.8305,713.225,27.77,56.35,3.74,5.05,1.2705,1.3867,2900.1,11.025,250.41,
946,0.1,0.1,0.05,0.5,0.25,6.2,4.345661806,10.83689006,-2.56,2852.2,12.07381946,45.7,107.41875,7.2645,11756,0.8805,1.4425,1.8825,6.7265,708.97,27.42,56.4,3.695,5,1.27,1.3863,2860.45,10.235,247.92,
947,0.1,0.1,0.05,0.55,0.2,6.2,4.350420252,10.48396701,-2.64,2812.55,11.16919751,44.1,103.02325,7.121,11305,0.8795,1.4405,1.89,6.6225,704.715,27.07,56.45,3.65,4.95,1.2695,1.3859,2820.8,9.445,245.43,
948,0.1,0.1,0.05,0.6,0.15,6.2,4.355482556,9.988165273,-2.72,2772.9,10.1824204,42.5,98.62775,6.9775,10854,0.8785,1.4385,1.8975,6.5185,700.46,26.72,56.5,3.605,4.9,1.269,1.3855,2781.15,8.655,242.94,
949,0.1,0.1,0.05,0.65,0.1,6.2,4.360848327,9.316427602,-2.8,2733.25,9.094330622,40.9,94.23225,6.834,10403,0.8775,1.4365,1.905,6.4145,696.205,26.37,56.55,3.56,4.85,1.2685,1.3851,2741.5,7.865,240.45,
950,0.1,0.1,0.05,0.7,0.05,6.2,4.366517118,8.395167144,-2.88,2693.6,7.85181327,39.3,89.83675,6.6905,9952,0.8765,1.4345,1.9125,6.3105,691.95,26.02,56.6,3.515,4.8,1.268,1.3847,2701.85,7.075,237.96,
951,0.1,0.1,0.1,0.05,0.65,6.1,4.420256244,9.316427602,-3.3,3121.55,8.812634721,57.5,140.1791,8.3045,15080,0.889,1.476,1.8185,7.46,741.665,29.76,55.75,4.04,5.35,1.2755,1.3926,3133.05,16.73,260.2,
952,0.1,0.1,0.1,0.1,0.6,6.1,4.422295881,10.20567953,-3.36,3081.9,9.360977302,55.9,135.7836,8.161,14629,0.888,1.474,1.826,7.356,737.41,29.41,55.8,3.995,5.3,1.275,1.3922,3093.4,15.94,257.71,
953,0.1,0.1,0.1,0.15,0.55,6.1,4.42463215,10.84273533,-3.42,3042.25,9.645120334,54.3,131.3881,8.0175,14178,0.887,1.472,1.8335,7.252,733.155,29.06,55.85,3.95,5.25,1.2745,1.3918,3053.75,15.15,255.22,
954,0.1,0.1,0.1,0.2,0.5,6.1,4.427265225,11.30069393,-3.48,3002.6,9.750420572,52.7,126.9926,7.874,13727,0.886,1.47,1.841,7.148,728.9,28.71,55.9,3.905,5.2,1.274,1.3914,3014.1,14.36,252.73,
955,0.1,0.1,0.1,0.25,0.45,6.1,4.430195221,11.61197741,-3.54,2962.95,9.719126688,51.1,122.5971,7.7305,13276,0.885,1.468,1.8485,7.044,724.645,28.36,55.95,3.86,5.15,1.2735,1.391,2974.45,13.57,250.24,
956,0.1,0.1,0.1,0.3,0.4,6.1,4.433422195,11.79327317,-3.6,2923.3,9.576465401,49.5,118.2016,7.587,12825,0.884,1.466,1.856,6.94,720.39,28.01,56,3.815,5.1,1.273,1.3906,2934.8,12.78,247.75,
957,0.1,0.1,0.1,0.35,0.35,6.1,4.436946145,11.85286254,-3.66,2883.65,9.338663131,47.9,113.8061,7.4435,12374,0.883,1.464,1.8635,6.836,716.135,27.66,56.05,3.77,5.05,1.2725,1.3902,2895.15,11.99,245.26,
958,0.1,0.1,0.1,0.4,0.3,6.1,4.440767011,11.79327317,-3.72,2844,9.016147549,46.3,109.4106,7.3,11923,0.882,1.462,1.871,6.732,711.88,27.31,56.1,3.725,5,1.272,1.3898,2855.5,11.2,242.77,
959,0.1,0.1,0.1,0.45,0.25,6.1,4.444884677,11.61197741,-3.78,2804.35,8.61482774,44.7,105.0151,7.1565,11472,0.881,1.46,1.8785,6.628,707.625,26.96,56.15,3.68,4.95,1.2715,1.3894,2815.85,10.41,240.28,
960,0.1,0.1,0.1,0.5,0.2,6.1,4.449298966,11.30069393,-3.84,2764.7,8.13620534,43.1,100.6196,7.013,11021,0.88,1.458,1.886,6.524,703.37,26.61,56.2,3.635,4.9,1.271,1.389,2776.2,9.62,237.79,
961,0.1,0.1,0.1,0.55,0.15,6.1,4.454009647,10.84273533,-3.9,2725.05,7.576152795,41.5,96.2241,6.8695,10570,0.879,1.456,1.8935,6.42,699.115,26.26,56.25,3.59,4.85,1.2705,1.3886,2736.55,8.83,235.3,
962,0.1,0.1,0.1,0.6,0.1,6.1,4.459016429,10.20567953,-3.96,2685.4,6.920790859,39.9,91.8286,6.726,10119,0.878,1.454,1.901,6.316,694.86,25.91,56.3,3.545,4.8,1.27,1.3882,2696.9,8.04,232.81,
963,0.1,0.1,0.1,0.65,0.05,6.1,4.464318969,9.316427602,-4.02,2645.75,6.131576698,38.3,87.4331,6.5825,9668,0.877,1.452,1.9085,6.212,690.605,25.56,56.35,3.5,4.75,1.2695,1.3878,2657.25,7.25,230.32,
964,0.1,0.1,0.15,0.05,0.6,6,4.516399929,9.988165273,-4.64,3034.05,6.531162252,54.9,133.37995,8.053,14345,0.8885,1.4915,1.822,7.2575,736.065,28.95,55.55,3.98,5.25,1.2765,1.3953,3048.8,16.115,250.07,
965,0.1,0.1,0.15,0.1,0.55,6,4.518461273,10.84273533,-4.68,2994.4,6.937497149,53.3,128.98445,7.9095,13894,0.8875,1.4895,1.8295,7.1535,731.81,28.6,55.6,3.935,5.2,1.276,1.3949,3009.15,15.325,247.58,
966,0.1,0.1,0.15,0.15,0.5,6,4.520812151,11.44194799,-4.72,2954.75,7.162732165,51.7,124.58895,7.766,13443,0.8865,1.4875,1.837,7.0495,727.555,28.25,55.65,3.89,5.15,1.2755,1.3945,2969.5,14.535,245.09,
967,0.1,0.1,0.15,0.2,0.45,6,4.523452739,11.85826703,-4.76,2915.1,7.262192063,50.1,120.19345,7.6225,12992,0.8855,1.4855,1.8445,6.9455,723.3,27.9,55.7,3.845,5.1,1.275,1.3941,2929.85,13.745,242.6,
968,0.1,0.1,0.15,0.25,0.4,6,4.526383157,12.12326611,-4.8,2875.45,7.262467822,48.5,115.79795,7.479,12541,0.8845,1.4835,1.852,6.8415,719.045,27.55,55.75,3.8,5.05,1.2745,1.3937,2890.2,12.955,240.11,
969,0.1,0.1,0.15,0.3,0.35,6,4.529603474,12.25246319,-4.84,2835.8,7.178829572,46.9,111.40245,7.3355,12090,0.8835,1.4815,1.8595,6.7375,714.79,27.2,55.8,3.755,5,1.274,1.3933,2850.55,12.165,237.62,
970,0.1,0.1,0.15,0.35,0.3,6,4.5331137,12.25246319,-4.88,2796.15,7.020435443,45.3,107.00695,7.192,11639,0.8825,1.4795,1.867,6.6335,710.535,26.85,55.85,3.71,4.95,1.2735,1.3929,2810.9,11.375,235.13,
971,0.1,0.1,0.15,0.4,0.25,6,4.536913794,12.12326611,-4.92,2756.5,6.792232325,43.7,102.61145,7.0485,11188,0.8815,1.4775,1.8745,6.5295,706.28,26.5,55.9,3.665,4.9,1.273,1.3925,2771.25,10.585,232.64,
972,0.1,0.1,0.15,0.45,0.2,6,4.54100366,11.85826703,-4.96,2716.85,6.495389674,42.1,98.21595,6.905,10737,0.8805,1.4755,1.882,6.4255,702.025,26.15,55.95,3.62,4.85,1.2725,1.3921,2731.6,9.795,230.15,
973,0.1,0.1,0.15,0.5,0.15,6,4.545383147,11.44194799,-5,2677.2,6.126476631,40.5,93.82045,6.7615,10286,0.8795,1.4735,1.8895,6.3215,697.77,25.8,56,3.575,4.8,1.272,1.3917,2691.95,9.005,227.66,
974,0.1,0.1,0.15,0.55,0.1,6,4.550052054,10.84273533,-5.04,2637.55,5.674257254,38.9,89.42495,6.618,9835,0.8785,1.4715,1.897,6.2175,693.515,25.45,56.05,3.53,4.75,1.2715,1.3913,2652.3,8.215,225.17,
975,0.1,0.1,0.15,0.6,0.05,6,4.555010124,9.988165273,-5.08,2597.9,5.107924127,37.3,85.02945,6.4745,9384,0.8775,1.4695,1.9045,6.1135,689.26,25.1,56.1,3.485,4.7,1.271,1.3909,2612.65,7.425,222.68,
976,0.1,0.1,0.2,0.05,0.55,5.9,4.605491097,10.48396701,-5.86,2946.55,5.271592662,52.3,126.5808,7.8015,13610,0.888,1.507,1.8255,7.055,730.465,28.14,55.35,3.92,5.15,1.2775,1.398,2964.55,15.5,239.94,
977,0.1,0.1,0.2,0.1,0.5,5.9,4.60757261,11.30069393,-5.88,2906.9,5.586732514,50.7,122.1853,7.658,13159,0.887,1.505,1.833,6.951,726.21,27.79,55.4,3.875,5.1,1.277,1.3976,2924.9,14.71,237.45,
978,0.1,0.1,0.2,0.15,0.45,5.9,4.609937287,11.85826703,-5.9,2867.25,5.762816295,49.1,117.7898,7.5145,12708,0.886,1.503,1.8405,6.847,721.955,27.44,55.45,3.83,5.05,1.2765,1.3972,2885.25,13.92,234.96,
979,0.1,0.1,0.2,0.2,0.4,5.9,4.612585307,12.22830167,-5.92,2827.6,5.840666522,47.5,113.3943,7.371,12257,0.885,1.501,1.848,6.743,717.7,27.09,55.5,3.785,5,1.276,1.3968,2845.6,13.13,232.47,
980,0.1,0.1,0.2,0.25,0.35,5.9,4.615516795,12.44120208,-5.94,2787.95,5.839301237,45.9,108.9988,7.2275,11806,0.884,1.499,1.8555,6.639,713.445,26.74,55.55,3.74,4.95,1.2755,1.3964,2805.95,12.34,229.98,
981,0.1,0.1,0.2,0.3,0.3,5.9,4.618731825,12.51080979,-5.96,2748.3,5.769036669,44.3,104.6033,7.084,11355,0.883,1.497,1.863,6.535,709.19,26.39,55.6,3.695,4.9,1.275,1.396,2766.3,11.55,227.49,
982,0.1,0.1,0.2,0.35,0.25,5.9,4.622230422,12.44120208,-5.98,2708.65,5.635261208,42.7,100.2078,6.9405,10904,0.882,1.495,1.8705,6.431,704.935,26.04,55.65,3.65,4.85,1.2745,1.3956,2726.65,10.76,225,
983,0.1,0.1,0.2,0.4,0.2,5.9,4.626012557,12.22830167,-6,2669,5.439556194,41.1,95.8123,6.797,10453,0.881,1.493,1.878,6.327,700.68,25.69,55.7,3.605,4.8,1.274,1.3952,2687,9.97,222.51,
984,0.1,0.1,0.2,0.45,0.15,5.9,4.630078154,11.85826703,-6.02,2629.35,5.179324654,39.5,91.4168,6.6535,10002,0.88,1.491,1.8855,6.223,696.425,25.34,55.75,3.56,4.75,1.2735,1.3948,2647.35,9.18,220.02,
985,0.1,0.1,0.2,0.5,0.1,5.9,4.634427084,11.30069393,-6.04,2589.7,4.845266071,37.9,87.0213,6.51,9551,0.879,1.489,1.893,6.119,692.17,24.99,55.8,3.515,4.7,1.273,1.3944,2607.7,8.39,217.53,
986,0.1,0.1,0.2,0.55,0.05,5.9,4.639059168,10.48396701,-6.06,2550.05,4.411656779,36.3,82.6258,6.3665,9100,0.878,1.487,1.9005,6.015,687.915,24.64,55.85,3.47,4.65,1.2725,1.394,2568.05,7.6,215.04,
987,0.1,0.1,0.25,0.05,0.5,5.8,4.687973503,10.83689006,-6.96,2859.05,4.451610707,49.7,119.78165,7.55,12875,0.8875,1.5225,1.829,6.8525,724.865,27.33,55.15,3.86,5.05,1.2785,1.4007,2880.3,14.885,229.81,
988,0.1,0.1,0.25,0.1,0.45,5.8,4.690073673,11.61197741,-6.96,2819.4,4.703851885,48.1,115.38615,7.4065,12424,0.8865,1.5205,1.8365,6.7485,720.61,26.98,55.2,3.815,5,1.278,1.4003,2840.65,14.095,227.32,
989,0.1,0.1,0.25,0.15,0.4,5.8,4.692451271,12.12326611,-6.96,2779.75,4.841903589,46.5,110.99065,7.263,11973,0.8855,1.5185,1.844,6.6445,716.355,26.63,55.25,3.77,4.95,1.2775,1.3999,2801,13.305,224.83,
990,0.1,0.1,0.25,0.2,0.35,5.8,4.695106475,12.44120208,-6.96,2740.1,4.898008309,44.9,106.59515,7.1195,11522,0.8845,1.5165,1.8515,6.5405,712.1,26.28,55.3,3.725,4.9,1.277,1.3995,2761.35,12.515,222.34,
991,0.1,0.1,0.25,0.25,0.3,5.8,4.698039416,12.59451312,-6.96,2700.45,4.886616804,43.3,102.19965,6.976,11071,0.8835,1.5145,1.859,6.4365,707.845,25.93,55.35,3.68,4.85,1.2765,1.3991,2721.7,11.725,219.85,
992,0.1,0.1,0.25,0.3,0.25,5.8,4.701250173,12.59451312,-6.96,2660.8,4.814867889,41.7,97.80415,6.8325,10620,0.8825,1.5125,1.8665,6.3325,703.59,25.58,55.4,3.635,4.8,1.276,1.3987,2682.05,10.935,217.36,
993,0.1,0.1,0.25,0.35,0.2,5.8,4.704738781,12.44120208,-6.96,2621.15,4.68538173,40.1,93.40865,6.689,10169,0.8815,1.5105,1.874,6.2285,699.335,25.23,55.45,3.59,4.75,1.2755,1.3983,2642.4,10.145,214.87,
994,0.1,0.1,0.25,0.4,0.15,5.8,4.708505225,12.12326611,-6.96,2581.5,4.496582108,38.5,89.01315,6.5455,9718,0.8805,1.5085,1.8815,6.1245,695.08,24.88,55.5,3.545,4.7,1.275,1.3979,2602.75,9.355,212.38,
995,0.1,0.1,0.25,0.45,0.1,5.8,4.712549442,11.61197741,-6.96,2541.85,4.240790917,36.9,84.61765,6.402,9267,0.8795,1.5065,1.889,6.0205,690.825,24.53,55.55,3.5,4.65,1.2745,1.3975,2563.1,8.565,209.89,
996,0.1,0.1,0.25,0.5,0.05,5.8,4.716871321,10.83689006,-6.96,2502.2,3.895986538,35.3,80.22215,6.2585,8816,0.8785,1.5045,1.8965,5.9165,686.57,24.18,55.6,3.455,4.6,1.274,1.3971,2523.45,7.775,207.4,
997,0.1,0.1,0.3,0.05,0.45,5.7,4.76423105,11.06447021,-7.94,2771.55,3.862182924,47.1,112.9825,7.2985,12140,0.887,1.538,1.8325,6.65,719.265,26.52,54.95,3.8,4.95,1.2795,1.4034,2796.05,14.27,219.68,
998,0.1,0.1,0.3,0.1,0.4,5.7,4.766348395,11.79327317,-7.92,2731.9,4.067934717,45.5,108.587,7.155,11689,0.886,1.536,1.84,6.546,715.01,26.17,55,3.755,4.9,1.279,1.403,2756.4,13.48,217.19,
999,0.1,0.1,0.3,0.15,0.35,5.7,4.768737986,12.25246319,-7.9,2692.25,4.175530891,43.9,104.1915,7.0115,11238,0.885,1.534,1.8475,6.442,710.755,25.82,55.05,3.71,4.85,1.2785,1.4026,2716.75,12.69,214.7,
1000,0.1,0.1,0.3,0.2,0.3,5.7,4.771400002,12.51080979,-7.88,2652.6,4.211443407,42.3,99.796,6.868,10787,0.884,1.532,1.855,6.338,706.5,25.47,55.1,3.665,4.8,1.278,1.4022,2677.1,11.9,212.21,
1001,0.1,0.1,0.3,0.25,0.25,5.7,4.774334574,12.59451312,-7.86,2612.95,4.186874435,40.7,95.4005,6.7245,10336,0.883,1.53,1.8625,6.234,702.245,25.12,55.15,3.62,4.75,1.2775,1.4018,2637.45,11.11,209.72,
1002,0.1,0.1,0.3,0.3,0.2,5.7,4.777541789,12.51080979,-7.84,2573.3,4.106386076,39.1,91.005,6.581,9885,0.882,1.528,1.87,6.13,697.99,24.77,55.2,3.575,4.7,1.277,1.4014,2597.8,10.32,207.23,
1003,0.1,0.1,0.3,0.35,0.15,5.7,4.781021689,12.25246319,-7.82,2533.65,3.969751071,37.5,86.6095,6.4375,9434,0.881,1.526,1.8775,6.026,693.735,24.42,55.25,3.53,4.65,1.2765,1.401,2558.15,9.53,204.74,
